"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $2555.67967661269/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x4498c1624be5bb657de8274970b018ec4da9e3124063608d0ae467efc0d18dc6","20659945","1725244667","2024-09-02 02:37:47","0x389658bb3029b93cd924d94887a08f0fe7fb65d9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000135435265718292","0.346129156092878","2538.22","","","Claim"
"0xca83e48fb9a77629353ebe4098635ac635f7dea3b850df82a3be52a6ae0d029c","20659946","1725244679","2024-09-02 02:37:59","0xaad6060561908a7024fea654102e5b47d548ad21","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00013112045923896","0.335101892865133","2538.22","","","Claim"
"0xbe8f0415692712e2b34f6b002bd921fd53473d818316858d4ff7109d65174a23","20659951","1725244739","2024-09-02 02:38:59","0x8881bc4f24ed1ae27f26ca621a77dd5e53e5a829","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000138282593856496","0.353406014748334","2538.22","","","Claim"
"0xfdb321ad7da7d2f2ac6e9d8b46fa6a3e2250980236fc08cae4b6ea03dd18109f","20659955","1725244787","2024-09-02 02:39:47","0xb6a3076830e2ff72e863ff7132b98ec14c428489","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000132792299469584","0.339374580965082","2538.22","","","Claim"
"0xae0e2ec64b6b341504a7b4f280b9aeadc257428571c7e818842a3a3fd0cf6b6c","20659966","1725244919","2024-09-02 02:41:59","0x9b7d84c2952dec4ee1b604dbf40bf0fe1f826269","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000138094166875178","0.352924455741654","2538.22","","","Claim"
"0x9f99f5a573edc9b9b5ead622c763afa8e0deaeb6907df2bbaefa8ef334d7d287","20659969","1725244955","2024-09-02 02:42:35","0xba125513ff2bae2bbcb2ec2c566c05ebeefbb649","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000133752142134","0.341827631355276","2538.22","","","Claim"
"0x1bf2fc2f9edbf129cd8353f47b19ab586a993ad3e5862663de5d3fb1cdc5830d","20659974","1725245027","2024-09-02 02:43:47","0xc39de9649ff3ebe608cbecb98b5161cf263c8029","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000134209272506964","0.342995910159022","2538.22","","","Claim"
"0x3188d40d9b584152f7a570a524cc0adf21d69723e2d5bc6a5d1acca1cc66820d","20659986","1725245171","2024-09-02 02:46:11","0x721eddc373cadc437636b576fc6e0694ef173469","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000138586672085878","0.354183141299266","2538.22","","","Claim"
"0xcb9039b31aec28a63048147eec8fe10c65df460d7993223c545720474f0a36c4","20659994","1725245267","2024-09-02 02:47:47","0xf1f8824dd2b6e09e5516b0505c221f53098d1609","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00016885980074976","0.43155156097303","2538.22","","","Claim"
"0xd204194e8401295e201f65263fe8a50a00b2b5c6675d7e842d4786f6e41991fe","20660007","1725245423","2024-09-02 02:50:23","0x3301ef414494d4f2c634660883bffb6ffd0abe83","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0001287462","0.329034046781113","2538.22","","","Claim"
"0x6e4b02fee8ec4b4eb8edaeaba5f30448e2f46eba2d7afcf1221cd2e957d12156","20660024","1725245627","2024-09-02 02:53:47","0x3c303a60941ab11a85c584d00f0c58f40ca65ef9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00012679040004136","0.324035648575297","2538.22","","","Claim"
"0x0cd3572e608d3a6828f04ca98d4e4e9354f057e1b9d0ffdf472d284e699c0c8b","20660030","1725245699","2024-09-02 02:54:59","0x4d52fdc5e67f6d0dfa33a5b162a9d849ad05c2d9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00013003734585468","0.332333802001461","2538.22","","","Claim"
"0xff9817b181efd393ce230daf62dd221d8e0b15f46c19ee6694bc923be596616a","20660035","1725245759","2024-09-02 02:55:59","0x5889fdfe990a2e95f4796548cda09fc7f4811549","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000127920089076084","0.326922771882233","2538.22","","","Claim"
"0xd63cac01b51f60c0ee8b605e087b2f9d16f6dda4bce50cb85f1981aa4cd5caea","20660039","1725245807","2024-09-02 02:56:47","0xba7cff71e645612b9250b6c42d0fb55fa8febe49","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00013187085657113","0.337019668076344","2538.22","","","Claim"
"0x57a2a338ce2de96b6a7f210e281d2a5a6dbf25dfbcc71a2bd5a21409385a948e","20660043","1725245855","2024-09-02 02:57:35","0xdc5c9e13a4404c9e36d5f78e0479fc830d8ea409","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000134688971503658","0.344221867135765","2538.22","","","Claim"
"0x45330b9be0a5bb5f9fe30dc4fc89d71c9c96b5b52e6b10a1754775255a54ec8d","20660051","1725245951","2024-09-02 02:59:11","0x00ab3857fbdf8f7871eb5eea4e7ad17112498879","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00012952873046475","0.331033943986205","2538.22","","","Claim"
"0xdef75821e9bd9ca6d3c92400045233fc1421608298daf36063d200a48d627a48","20660060","1725246059","2024-09-02 03:00:59","0x57ca9eb849bdad4abd3b1af8ca3f63b0b57c7019","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000141907141039488","0.36266919632083","2538.22","","","Claim"
"0x99a8548da42d5943fa427c5c57f7fc6a4df4b52cfce069b28ca10c454cf710ba","20660067","1725246143","2024-09-02 03:02:23","0xb7305ef31d0b7bb65e4c5b2f6b09c21bdbdfe449","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000193396767409098","0.494260187990023","2538.22","","","Claim"
"0xd4ef219bd2c52d413418b029a49f5c7b2188662829fd44dc1a1b8d1e4911630e","20660073","1725246215","2024-09-02 03:03:35","0xa25b87ea6d88d49aa16d0d58fb4356f13d37bf79","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000132312660997186","0.338148778669053","2538.22","","","Claim"
"0xd9118278d12aac15c78476a166d500d35a1f39675be9857aa883bf18f6cac152","20660077","1725246263","2024-09-02 03:04:23","0xb218a505f7628ff4130c2fae2e387248c4de3789","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00013620145985781","0.348087302883584","2538.22","","","Claim"
"0xe39e1cd10ff6f75b71c186d797106702a182cf13ad902c6a0457d311b207d174","20660090","1725246419","2024-09-02 03:06:59","0xd6cc4a2d6a8e137ca9fbe8468d8482373c542999","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000129552718792276","0.331095250467339","2538.22","","","Claim"
"0xb5770de09da5cec0a7c98591b480e76e8f5bc29348229d906ddc33af708f9e33","20660096","1725246491","2024-09-02 03:08:11","0xe2610997211c0fb0265aecd58b22d84bbf406cb9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000129899769024312","0.331982199692117","2538.22","","","Claim"
"0xd0f4fe9d74d4fae0560b06c9445e2caca478793f1c21cd68bf29443e3d9d333b","20660101","1725246551","2024-09-02 03:09:11","0xe204fe549a97dc34034d35b705b9aea9af9e4849","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000128765406544104","0.329083132555537","2538.22","","","Claim"
"0x8d30daab92eda369f9e07cebdc44c631a8f51983bfbbeefa9d8caf7b5622d703","20660110","1725246659","2024-09-02 03:10:59","0x7fcb0e39575dc38ffc5c4ae6d3d3259f46d08ef9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00013526090335368","0.345683541741273","2538.22","","","Claim"
"0xfcfe4182b5d739538fb443581b7ed7427dc8c7246b8585cb4b0deec18f9137ce","20660115","1725246719","2024-09-02 03:11:59","0x07a98f839eb7c6c6963c36ee9621969a804755d9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00018695814880278","0.477805141272396","2538.22","","","Claim"
"0x8aeddf799ae2786ba2c3da201922b455542a11506a4f91cbd80a334d2d4a6603","20660119","1725246767","2024-09-02 03:12:47","0x12452664c42f8c2008b88c1174a634b71766b989","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00013209687541988","0.337597299854626","2538.22","","","Claim"
"0x7155577242f9dfbfb653fb9fa25b13e30a3a5233841f4f602c054de980b7e668","20660124","1725246827","2024-09-02 03:13:47","0x7d32d5592c0afa606446b793148ae225351e8bd9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000128033589539352","0.327212842709493","2538.22","","","Claim"
"0x7982601b9c2ed2b63275b178ae219ce6b3f7702a4b239c5302b4d97215800d8d","20660179","1725247487","2024-09-02 03:24:47","0x9e4c39eb7439fd58e01e9e4a792da10927161179","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00012874650353572","0.329034822521183","2538.22","","","Claim"
"0xacca935f058e65e51c1b933ac6992bcf2a135e59cada38a09b1f9462a59c328f","20660216","1725247931","2024-09-02 03:32:11","0x89dbe58156e9ae41891a114a36a25661ef006b39","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00013023511645385","0.332839240302391","2538.22","","","Claim"
"0x673e975ab57a6583315648813dbb9cc78f671e8f799d6868038015e5c6ad9c5d","20660222","1725248003","2024-09-02 03:33:23","0xa11b22824a2101d8a94ff1b1f2c704976f4332c9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000129701327877432","0.331475047686032","2538.22","","","Claim"
"0x68cedcee386474468bcdbe03f81d397dc2c552189e556fb019e65a6ed7a5381d","20660233","1725248135","2024-09-02 03:35:35","0xa9e7db21879637ed286a844d98fead6a9b0176b9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00013545630044068","0.346182914105388","2538.22","","","Claim"
"0x3f4b79bb31ed8505e8889e336d55c3a0dceddafa5b0969dbf4944a41a47b3406","20660238","1725248195","2024-09-02 03:36:35","0x32c23b76ccf8ca415720d890f6352b194e41dc99","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000133882056701579","0.342159651375333","2538.22","","","Claim"
"0xe0e1760bee57b8ecfb35fb65890afd23d0a80c1e628d17389a106570c1d034b7","20660245","1725248279","2024-09-02 03:37:59","0x6c2517ce209cc2a9bf6ac07036a36c831bcf81d9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00011881335629918","0.303648880003957","2538.22","","","Claim"
"0x46febc8189f0738a6d1f4c12f8c9b75a6ead6292dd096f8ae7c7a0255d856886","20660253","1725248375","2024-09-02 03:39:35","0xa67047950c3345623084ba0f606fc879109af3b9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000126786590285292","0.324025912059141","2538.22","","","Claim"
"0xe56a1edf21e14e4285cd28139af98d4aa2b978e8387dc7422b8d460b89e1d137","20660260","1725248459","2024-09-02 03:40:59","0x553e4f003274d0cc1231f01f22bc34c46e108439","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00013303019572904","0.339982567600516","2538.22","","","Claim"
"0xd23d8cd3c9167a05a1112a2536776ba0993f20ab3e2004d7729d6d87621b64df","20660264","1725248507","2024-09-02 03:41:47","0xb472daffa3cb223a9efcf6b438c505472c802c99","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00012564714160809","0.321113846232272","2538.22","","","Claim"
"0x96f844b784debdc468733ca48ac8cf05b9d6427d01eaa9c2ad7434ac6d4c1aab","20660269","1725248579","2024-09-02 03:42:59","0x6559d9886af56b7c14510d40bf2271de49ac7519","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0001712030735779","0.437540215716666","2538.22","","","Claim"
"0x07f6ef5cfe1b2cf2249adeb3170443a2c4872a62b4923b613555c1aecc075f03","20660273","1725248627","2024-09-02 03:43:47","0x7a20db77680d0df241a3845391914edb75a0f5e4","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0001272238708958","0.325143461228393","2538.22","","","Claim"
"0x3ac57a9992671e83b0264fd0f9b202f4a1332485ca0d63a11e4586478ac55c10","20660274","1725248639","2024-09-02 03:43:59","0x15d84a7c3eba9d9943c8046343bb3d82d8c50e79","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00012603915766461","0.322115713700826","2538.22","","","Claim"
"0x66e63beb417cfa403bcb649ca58115e3f0f9e79504c9e6366e19bf3f5f75454b","20660274","1725248639","2024-09-02 03:43:59","0xf170ec34648c13846933d0dbf62170fb6cd92926","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000126129655051086","0.32234699603223","2538.22","","","Claim"
"0x03e285657fe638df28283a9436749d2f6d0ed5a7d39101e7eb9d8a3173a24dcd","20660289","1725248819","2024-09-02 03:46:59","0x78ac65c2121ab0374bd370f4b10567fb5265ea59","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000128685995018798","0.328880182134224","2538.22","","","Claim"
"0x81e9d1655aee5fa12f64e68c576f5eb9aecd1b85a7eb478f3de7702800853566","20660294","1725248879","2024-09-02 03:47:59","0xb19e95e81888a31597a74e3d72865b0aea884f59","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000123006590974148","0.31436544464204","2538.22","","","Claim"
"0x1a3b539b95cdb28ead18d2d7dade31ad398f6fffc61f81007ed6981f5d2b0710","20660298","1725248927","2024-09-02 03:48:47","0x038bad2513939dc79d8109686eb0d8a38e4e1c39","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00011830218955742","0.30234250155068","2538.22","","","Claim"
"0x6c9713165ecee42017ffc61bcd637e4397bdd7ec660b43271244591b9e109f1a","20660303","1725248987","2024-09-02 03:49:47","0x1f780bb7aab794da9f34d980cc19419ddfdb3049","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000123822197123058","0.31644987270093","2538.22","","","Claim"
"0x0eecfc54a1ada0da43d8b15b2cc9b2599e8890244ae51b1dfbb986034050ac1f","20660328","1725249287","2024-09-02 03:54:47","0x8a6f6fb9c33ab5a6fcb88fe2b9cc167a61c4e889","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00012382163944665","0.316448447458668","2538.22","","","Claim"
"0xe14e626c59d9506b3d9587039d27b1006c8a85873f02f439e3c501d05234ba4c","20660333","1725249347","2024-09-02 03:55:47","0x6b5d41f73786500639c99de824222a244aac9019","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000127835910588132","0.326707638631366","2538.22","","","Claim"
"0x8f84a88c6fed7d21e7845a10b28cc454b8ec7ab009ef6f1971a4a2799692485b","20660337","1725249395","2024-09-02 03:56:35","0x5ebd51674f48e66cd8bcc230f6ec302419539c69","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00014216909800065","0.363338674402619","2538.22","","","Claim"
"0xb5077cd62eb2a516ccfbf3eefdb1dea7b4ba9644ed595dedf0c94c04fe5f8d69","20660342","1725249455","2024-09-02 03:57:35","0x0b185b9319e9cdf97328b5d60cf388c56f83d569","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000126671500017636","0.323731778201116","2538.22","","","Claim"
"0xb4b98adc365613af996389f4f8478e32101440224d97fb7b48183cbbcb318fd3","20660347","1725249515","2024-09-02 03:58:35","0xb88caea1f527a4df5d072dcfd024364b6f7c43d9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000123082575385968","0.314559636459068","2538.22","","","Claim"
"0xaf35cd58e803adc9b91cc3b5569b56907b26323d57bf85cc5b74b4823f83ecb3","20660441","1725250655","2024-09-02 04:17:35","0x893f1dd6e415b0fa087c615b49484a043fee2c54","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0001182252298738","0.302145817251334","2538.22","","","Claim"
"0x45f573bbff6dbb3c70d3c42ce249653c36b9a12048f37b81e29e069bd40fc71b","20660445","1725250703","2024-09-02 04:18:23","0x7bceaaf39b2a29c18a928772cc6e4c12174518a6","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000099037656941048","0.253108527063576","2538.22","","","Claim"
"0xdb57b1521774837fd5b73670614f3f8514f1f34432ad03069a89c9a29acbe86b","20660459","1725250871","2024-09-02 04:21:11","0x2cd645eea813bb59ac76dcd45d563a468876eeff","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000121118539629312","0.309540190191641","2538.22","","","Claim"
"0x4197a596908f8b7438a9449998c8de8a8944c3fb138e9a1a8525c44715ca7e8d","20660485","1725251183","2024-09-02 04:26:23","0x72076a7c2de774e50d45ab6b382048c70047b529","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000119957474103258","0.30657287862349","2538.22","","","Claim"
"0x5982d56bf58b17b01d15a9f0c7e0fbd8c57f92c1e1656768b29f5acfafc0ad09","20660489","1725251231","2024-09-02 04:27:11","0xcc2bb8ae28b9c863a83c6d0e044299fac4481679","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000122944506889248","0.31420677760802","2538.22","","","Claim"
"0xa4323a0af72e09e79059dd165a14802b030679f3cf5336e5e3b86596dae0974c","20660494","1725251291","2024-09-02 04:28:11","0x580cffc01e9c969ed39476041f838c20f3944f09","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000124466580035472","0.318096709014143","2538.22","","","Claim"
"0x9be6b0effead30d5ac546f7ecf3a01764f24a4239339c6aa0a7be781637801c4","20660499","1725251351","2024-09-02 04:29:11","0x3a9795ca3bde5d4e9d75960d0787ed0a3d598129","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000127337759579056","0.325434524221586","2538.22","","","Claim"
"0xadb9c51e94922f3e0f6f5d97a81a3d27dc72c998003ec03dbf8f6e079ffe96cb","20660513","1725251519","2024-09-02 04:31:59","0x58bfc83a8721d9b69dc632e55d873ff83caddea9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000119427952771054","0.305219591716443","2538.22","","","Claim"
"0x1225b62699737d6dd3ce0ed08e5216802a5f769666768dd427341d220d98f6df","20660518","1725251579","2024-09-02 04:32:59","0x34b1b23afdb15040ad8a82e6b450eead59315169","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000125726795960262","0.321317417241272","2538.22","","","Claim"
"0x41707b5aa0771895ddee6011edd31192ac4dd774f2ee477ed1eb764d7996bf90","20660545","1725251903","2024-09-02 04:38:23","0x90494c3777b551545d0693ef062e02894b083f29","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00012375205149347","0.316270602940988","2538.22","","","Claim"
"0x0bf1f43736d0d614b8ad450c9b66e686be0dca998c3faa31f1c3693bd54dae69","20660549","1725251951","2024-09-02 04:39:11","0x1bb04fe51c1d9d16921025a3e16e6797f506dd29","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000125261734261328","0.320128868508935","2538.22","","","Claim"
"0x260379c8a92a0067016cfc777a0b858418ebb811fd580067d6f0ac51b892b6ea","20660553","1725251999","2024-09-02 04:39:59","0x943705683979b22f8d08f01a85e8dc20b0195989","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0001580674009992","0.403969644268644","2538.22","","","Claim"
"0x802c90cd1fe745325882d72b36b662fa2105ceb23e912fe9100cf6a2bbef0e6e","20660557","1725252047","2024-09-02 04:40:47","0xb591fd99209d9a2f64f212fbce8400242e299bc9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0001243612333862","0.317827476723599","2538.22","","","Claim"
"0x7d26828a4124b91d76fd7571b08ab5bed9d1c4e5daf7781307ee1ee6fb1b3a54","20660561","1725252095","2024-09-02 04:41:35","0x90dc6512f5d9fcb948c3505dd6889415eda2cd39","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00012490987698624","0.319229634021925","2538.22","","","Claim"
"0x97c99a4b42afb22aaacb26e4419de5e3d5be9c2ae1f32bdbc4fc730924669077","20660564","1725252131","2024-09-02 04:42:11","0xcffd0b8e54586f67d01e1f7379a8416a1d142429","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000128331574700672","0.327974397330211","2538.22","","","Claim"
"0xe7b7adcf06f83f97ff8d037ead3c1f0529c8aca255120cfdec20306c4381aca9","20660568","1725252179","2024-09-02 04:42:59","0x1253c67b6c2b3569d95c306bee947321afac30e9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00012466124307144","0.318594205378954","2538.22","","","Claim"
"0x686b5da700daf159dd93b6f3f8d03e8ff1acc88f05e8c45631f3eeb581221a4a","20660572","1725252227","2024-09-02 04:43:47","0x8d298689fd283762c4cda0c0b27fe7b77aefb819","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00012323553367867","0.314950548859096","2538.22","","","Claim"
"0x01b55d64a76eb4050b682a2c6086fe87fce998e6fdcccccbfbd5d7eca6e37da0","20660576","1725252275","2024-09-02 04:44:35","0xfbdeffab4e8fc3ac01c7afda439056ac36f7e039","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00013041037716695","0.33328715054497","2538.22","","","Claim"
"0xe7b3e8cb2731fc94b29bd41e0477857c2f8f52d0b912eeec3fe23c3f517ceea8","20660579","1725252311","2024-09-02 04:45:11","0x2b431e1ab18b4a190d0390674766da645d2da5b9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000129570162415408","0.331139830780464","2538.22","","","Claim"
"0xb811ec0f06c101fef73cea8b1893d1d7f97b5b2417e3b12d01cc7c78b3ce295c","20660583","1725252359","2024-09-02 04:45:59","0x6ed748b39b8314d20dcd113373f8f0b93fd6fb89","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000126932208259321","0.324398064955916","2538.22","","","Claim"
"0xee2b5de4290dcf1b3b4a9790abb2adbc4f311bdb34778ac7d6eee2ad5739c7ee","20660587","1725252407","2024-09-02 04:46:47","0xb9df6fe68517440ba88f4a7c35c0c99e8f83f039","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000129912147557584","0.332013835258026","2538.22","","","Claim"
"0xc3fa8d4005a56a36f26b905b43ce70cf3f2fae61aa2ebe77c30a609809002bd9","20660594","1725252491","2024-09-02 04:48:11","0x8b1b39449765dc198107147e8117312fabf670e9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00013375598670024","0.341837456835081","2538.22","","","Claim"
"0xb7c14678decbfb3863f5610f7eb23d3b942f0458b667439d63d07944e7952375","20660738","1725254231","2024-09-02 05:17:11","0x24135240ee121a5be4ecb511a9e353921e04e71c","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000123577683493793","0.315824974187962","2538.22","","","Claim"
"0x5353dcda0c5edadb68538be76925e41d55094e7ac6d9e20b6feeb7132da29fd2","20660758","1725254471","2024-09-02 05:21:11","0x63a17ac8e704f93783b82a14c03e0b5abfe35e99","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000129602774964624","0.331223178009698","2538.22","","","Claim"
"0xd2262f9360fdde8ef2ee4180a8b20a2b055e2cb30f218a39fafa88e5681e004a","20660762","1725254519","2024-09-02 05:21:59","0x660916ea7b7ff46fa9d9f4d0cb3a0897e16f5939","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000134119524123372","0.342766542039067","2538.22","","","Claim"
"0xab611481b3a0367d22a8097455c7238a93ca64c971fcc71daa082744af78e06f","20660798","1725254951","2024-09-02 05:29:11","0xe8b11e24021703fd175bbca13de174a091717439","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00012768895329218","0.326332062856771","2538.22","","","Claim"
"0xeeaa52d4afec336fb93691b06ce5deb0252a15be6f75e23663655952b03b9d4a","20660806","1725255047","2024-09-02 05:30:47","0x7c11e85db2ca61fbe486e3749fc07872bf9f7049","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000122708663254156","0.313604036822957","2538.22","","","Claim"
"0xe8177b2536df16386ad6f0fb71f3dff0133d1756b29b6a165fd4d3d35ba83346","20660811","1725255107","2024-09-02 05:31:47","0x78aa906cac6334b2279741c5f13f77b85c982339","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00016842775840707","0.430447399138381","2538.22","","","Claim"
"0x48a495fac2dc350c433e38bc8d8c5cdc1243ada0739bc57a12f4efb2e37302a2","20660815","1725255155","2024-09-02 05:32:35","0xa6f355345efbb3bf023a4d0c973d4087ae708639","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000123644473249104","0.315995667408216","2538.22","","","Claim"
"0x8b73074ed7b797aedf20019ea33c8b041ff8185f426649fee1865024c529bfb7","20660819","1725255203","2024-09-02 05:33:23","0xe72b2e7c76217940969feb50b5597839ca880079","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00012223377970384","0.312390386584657","2538.22","","","Claim"
"0xbdf02a5e6987f660854fcfb9c3463c4a6b55b81abecce24c59e6b76c775a5148","20660825","1725255275","2024-09-02 05:34:35","0x853c4398abab953546be60cb734669e5eb2390c9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000122854742121276","0.313977367614838","2538.22","","","Claim"
"0x0ce0e3ce3de6e0a48df3aefe1ce3b0f1734d9f23e276dde729961d5b5e6b57a6","20660828","1725255311","2024-09-02 05:35:11","0x05cc59ea0411e3723e7e123b53cb7ab3cd886d29","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000124071003246612","0.317085741454313","2538.22","","","Claim"
"0x7bcd2ec835f1460c69557c5d0f7111947a60b6ddc86cfe5952cba881a684baf8","20660848","1725255551","2024-09-02 05:39:11","0x13b10c8754ab2995163aff3bb999068b6d274959","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000124326409349632","0.317738477641084","2538.22","","","Claim"
"0x48b8ad9afb36017af0c02088a7306770c94f7edf616923017883b9f23f5b1c4e","20660852","1725255599","2024-09-02 05:39:59","0x02bda3e08cfe6c98a4ba0f5ca4db46e76925453f","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000116976","0.298953185851446","2538.22","","","Claim"
"0x73668e8b3f7c2142d1174d5321a770a22cd51464ecd1b565f6f8de7461ecfbb7","20660853","1725255611","2024-09-02 05:40:11","0x63299f8616246eaeddcb0678c32cf9b311de4269","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00013199306848544","0.337332002581986","2538.22","","","Claim"
